"N","Time","avg(T)","avg(T_avg)","avg(U (0))","avg(U (1))","avg(U (2))","avg(U (Magnitude))","avg(Volume)","avg(alphat)","avg(k)","avg(nut)","avg(omega)","avg(p)","avg(p_rgh)","avg(rho)","avg(vtkOriginalCellIds)","max(T)","max(T_avg)","max(U (0))","max(U (1))","max(U (2))","max(U (Magnitude))","max(Volume)","max(alphat)","max(k)","max(nut)","max(omega)","max(p)","max(p_rgh)","max(rho)","max(vtkOriginalCellIds)","med(T)","med(T_avg)","med(U (0))","med(U (1))","med(U (2))","med(U (Magnitude))","med(Volume)","med(alphat)","med(k)","med(nut)","med(omega)","med(p)","med(p_rgh)","med(rho)","med(vtkOriginalCellIds)","min(T)","min(T_avg)","min(U (0))","min(U (1))","min(U (2))","min(U (Magnitude))","min(Volume)","min(alphat)","min(k)","min(nut)","min(omega)","min(p)","min(p_rgh)","min(rho)","min(vtkOriginalCellIds)","q1(T)","q1(T_avg)","q1(U (0))","q1(U (1))","q1(U (2))","q1(U (Magnitude))","q1(Volume)","q1(alphat)","q1(k)","q1(nut)","q1(omega)","q1(p)","q1(p_rgh)","q1(rho)","q1(vtkOriginalCellIds)","q3(T)","q3(T_avg)","q3(U (0))","q3(U (1))","q3(U (2))","q3(U (Magnitude))","q3(Volume)","q3(alphat)","q3(k)","q3(nut)","q3(omega)","q3(p)","q3(p_rgh)","q3(rho)","q3(vtkOriginalCellIds)","std(T)","std(T_avg)","std(U (0))","std(U (1))","std(U (2))","std(U (Magnitude))","std(Volume)","std(alphat)","std(k)","std(nut)","std(omega)","std(p)","std(p_rgh)","std(rho)","std(vtkOriginalCellIds)","sum(T)","sum(T_avg)","sum(U (0))","sum(U (1))","sum(U (2))","sum(U (Magnitude))","sum(Volume)","sum(alphat)","sum(k)","sum(nut)","sum(omega)","sum(p)","sum(p_rgh)","sum(rho)","sum(vtkOriginalCellIds)","vtkValidPointMask"
1,33,0.03491,307.55,-1.7762e-10,-9.0801e-11,-3.9022e-09,3.9073e-09,0.00011351,3.1945e-11,7.7289e-14,2.7197e-14,0.01371,889.85,878.53,0.11318,0,0.03491,307.55,-1.7762e-10,-9.0801e-11,-3.9022e-09,3.9073e-09,0.00011351,3.1945e-11,7.7289e-14,2.7197e-14,0.01371,889.85,878.53,0.11318,0,0.03491,307.55,-1.7762e-10,-9.0801e-11,-3.9022e-09,3.9073e-09,0.00011351,3.1945e-11,7.7289e-14,2.7197e-14,0.01371,889.85,878.53,0.11318,0,0.03491,307.55,-1.7762e-10,-9.0801e-11,-3.9022e-09,3.9073e-09,0.00011351,3.1945e-11,7.7289e-14,2.7197e-14,0.01371,889.85,878.53,0.11318,0,0.03491,307.55,-1.7762e-10,-9.0801e-11,-3.9022e-09,3.9073e-09,0.00011351,3.1945e-11,7.7289e-14,2.7197e-14,0.01371,889.85,878.53,0.11318,0,0.03491,307.55,-1.7762e-10,-9.0801e-11,-3.9022e-09,3.9073e-09,0.00011351,3.1945e-11,7.7289e-14,2.7197e-14,0.01371,889.85,878.53,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03491,307.55,-1.7762e-10,-9.0801e-11,-3.9022e-09,3.9073e-09,0.00011351,3.1945e-11,7.7289e-14,2.7197e-14,0.01371,889.85,878.53,0.11318,0,1
1,33.5,0.034933,307.74,-2.2848e-10,-1.8016e-10,-3.9127e-09,3.9235e-09,0.00011351,2.5899e-11,6.3066e-14,2.205e-14,0.013709,909.93,898.61,0.11318,0,0.034933,307.74,-2.2848e-10,-1.8016e-10,-3.9127e-09,3.9235e-09,0.00011351,2.5899e-11,6.3066e-14,2.205e-14,0.013709,909.93,898.61,0.11318,0,0.034933,307.74,-2.2848e-10,-1.8016e-10,-3.9127e-09,3.9235e-09,0.00011351,2.5899e-11,6.3066e-14,2.205e-14,0.013709,909.93,898.61,0.11318,0,0.034933,307.74,-2.2848e-10,-1.8016e-10,-3.9127e-09,3.9235e-09,0.00011351,2.5899e-11,6.3066e-14,2.205e-14,0.013709,909.93,898.61,0.11318,0,0.034933,307.74,-2.2848e-10,-1.8016e-10,-3.9127e-09,3.9235e-09,0.00011351,2.5899e-11,6.3066e-14,2.205e-14,0.013709,909.93,898.61,0.11318,0,0.034933,307.74,-2.2848e-10,-1.8016e-10,-3.9127e-09,3.9235e-09,0.00011351,2.5899e-11,6.3066e-14,2.205e-14,0.013709,909.93,898.61,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034933,307.74,-2.2848e-10,-1.8016e-10,-3.9127e-09,3.9235e-09,0.00011351,2.5899e-11,6.3066e-14,2.205e-14,0.013709,909.93,898.61,0.11318,0,1
1,34,0.034955,307.94,-3.343e-10,-1.4001e-10,-3.8618e-09,3.8787e-09,0.00011351,2.101e-11,5.1086e-14,1.7887e-14,0.013706,930.15,918.83,0.11318,0,0.034955,307.94,-3.343e-10,-1.4001e-10,-3.8618e-09,3.8787e-09,0.00011351,2.101e-11,5.1086e-14,1.7887e-14,0.013706,930.15,918.83,0.11318,0,0.034955,307.94,-3.343e-10,-1.4001e-10,-3.8618e-09,3.8787e-09,0.00011351,2.101e-11,5.1086e-14,1.7887e-14,0.013706,930.15,918.83,0.11318,0,0.034955,307.94,-3.343e-10,-1.4001e-10,-3.8618e-09,3.8787e-09,0.00011351,2.101e-11,5.1086e-14,1.7887e-14,0.013706,930.15,918.83,0.11318,0,0.034955,307.94,-3.343e-10,-1.4001e-10,-3.8618e-09,3.8787e-09,0.00011351,2.101e-11,5.1086e-14,1.7887e-14,0.013706,930.15,918.83,0.11318,0,0.034955,307.94,-3.343e-10,-1.4001e-10,-3.8618e-09,3.8787e-09,0.00011351,2.101e-11,5.1086e-14,1.7887e-14,0.013706,930.15,918.83,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034955,307.94,-3.343e-10,-1.4001e-10,-3.8618e-09,3.8787e-09,0.00011351,2.101e-11,5.1086e-14,1.7887e-14,0.013706,930.15,918.83,0.11318,0,1
1,34.5,0.034978,308.14,-2.5604e-10,-1.0345e-10,-3.8593e-09,3.8692e-09,0.00011351,1.6945e-11,4.1122e-14,1.4426e-14,0.013701,950.49,939.17,0.11318,0,0.034978,308.14,-2.5604e-10,-1.0345e-10,-3.8593e-09,3.8692e-09,0.00011351,1.6945e-11,4.1122e-14,1.4426e-14,0.013701,950.49,939.17,0.11318,0,0.034978,308.14,-2.5604e-10,-1.0345e-10,-3.8593e-09,3.8692e-09,0.00011351,1.6945e-11,4.1122e-14,1.4426e-14,0.013701,950.49,939.17,0.11318,0,0.034978,308.14,-2.5604e-10,-1.0345e-10,-3.8593e-09,3.8692e-09,0.00011351,1.6945e-11,4.1122e-14,1.4426e-14,0.013701,950.49,939.17,0.11318,0,0.034978,308.14,-2.5604e-10,-1.0345e-10,-3.8593e-09,3.8692e-09,0.00011351,1.6945e-11,4.1122e-14,1.4426e-14,0.013701,950.49,939.17,0.11318,0,0.034978,308.14,-2.5604e-10,-1.0345e-10,-3.8593e-09,3.8692e-09,0.00011351,1.6945e-11,4.1122e-14,1.4426e-14,0.013701,950.49,939.17,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034978,308.14,-2.5604e-10,-1.0345e-10,-3.8593e-09,3.8692e-09,0.00011351,1.6945e-11,4.1122e-14,1.4426e-14,0.013701,950.49,939.17,0.11318,0,1
1,35,0.035,308.33,-1.1435e-10,-6.2627e-12,-3.8258e-09,3.8276e-09,0.00011351,1.3614e-11,3.2947e-14,1.159e-14,0.013699,970.85,959.53,0.11318,0,0.035,308.33,-1.1435e-10,-6.2627e-12,-3.8258e-09,3.8276e-09,0.00011351,1.3614e-11,3.2947e-14,1.159e-14,0.013699,970.85,959.53,0.11318,0,0.035,308.33,-1.1435e-10,-6.2627e-12,-3.8258e-09,3.8276e-09,0.00011351,1.3614e-11,3.2947e-14,1.159e-14,0.013699,970.85,959.53,0.11318,0,0.035,308.33,-1.1435e-10,-6.2627e-12,-3.8258e-09,3.8276e-09,0.00011351,1.3614e-11,3.2947e-14,1.159e-14,0.013699,970.85,959.53,0.11318,0,0.035,308.33,-1.1435e-10,-6.2627e-12,-3.8258e-09,3.8276e-09,0.00011351,1.3614e-11,3.2947e-14,1.159e-14,0.013699,970.85,959.53,0.11318,0,0.035,308.33,-1.1435e-10,-6.2627e-12,-3.8258e-09,3.8276e-09,0.00011351,1.3614e-11,3.2947e-14,1.159e-14,0.013699,970.85,959.53,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,308.33,-1.1435e-10,-6.2627e-12,-3.8258e-09,3.8276e-09,0.00011351,1.3614e-11,3.2947e-14,1.159e-14,0.013699,970.85,959.53,0.11318,0,1
1,35.5,0.035022,308.53,-8.6626e-11,-7.8684e-11,-3.6725e-09,3.6743e-09,0.00011351,1.0888e-11,2.6338e-14,9.2692e-15,0.013698,991.19,979.87,0.11318,0,0.035022,308.53,-8.6626e-11,-7.8684e-11,-3.6725e-09,3.6743e-09,0.00011351,1.0888e-11,2.6338e-14,9.2692e-15,0.013698,991.19,979.87,0.11318,0,0.035022,308.53,-8.6626e-11,-7.8684e-11,-3.6725e-09,3.6743e-09,0.00011351,1.0888e-11,2.6338e-14,9.2692e-15,0.013698,991.19,979.87,0.11318,0,0.035022,308.53,-8.6626e-11,-7.8684e-11,-3.6725e-09,3.6743e-09,0.00011351,1.0888e-11,2.6338e-14,9.2692e-15,0.013698,991.19,979.87,0.11318,0,0.035022,308.53,-8.6626e-11,-7.8684e-11,-3.6725e-09,3.6743e-09,0.00011351,1.0888e-11,2.6338e-14,9.2692e-15,0.013698,991.19,979.87,0.11318,0,0.035022,308.53,-8.6626e-11,-7.8684e-11,-3.6725e-09,3.6743e-09,0.00011351,1.0888e-11,2.6338e-14,9.2692e-15,0.013698,991.19,979.87,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035022,308.53,-8.6626e-11,-7.8684e-11,-3.6725e-09,3.6743e-09,0.00011351,1.0888e-11,2.6338e-14,9.2692e-15,0.013698,991.19,979.87,0.11318,0,1
1,36,0.035044,308.72,-1.001e-10,-1.3977e-10,-3.3736e-09,3.378e-09,0.00011351,8.6986e-12,2.104e-14,7.4052e-15,0.013698,1011.5,1000.2,0.11318,0,0.035044,308.72,-1.001e-10,-1.3977e-10,-3.3736e-09,3.378e-09,0.00011351,8.6986e-12,2.104e-14,7.4052e-15,0.013698,1011.5,1000.2,0.11318,0,0.035044,308.72,-1.001e-10,-1.3977e-10,-3.3736e-09,3.378e-09,0.00011351,8.6986e-12,2.104e-14,7.4052e-15,0.013698,1011.5,1000.2,0.11318,0,0.035044,308.72,-1.001e-10,-1.3977e-10,-3.3736e-09,3.378e-09,0.00011351,8.6986e-12,2.104e-14,7.4052e-15,0.013698,1011.5,1000.2,0.11318,0,0.035044,308.72,-1.001e-10,-1.3977e-10,-3.3736e-09,3.378e-09,0.00011351,8.6986e-12,2.104e-14,7.4052e-15,0.013698,1011.5,1000.2,0.11318,0,0.035044,308.72,-1.001e-10,-1.3977e-10,-3.3736e-09,3.378e-09,0.00011351,8.6986e-12,2.104e-14,7.4052e-15,0.013698,1011.5,1000.2,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035044,308.72,-1.001e-10,-1.3977e-10,-3.3736e-09,3.378e-09,0.00011351,8.6986e-12,2.104e-14,7.4052e-15,0.013698,1011.5,1000.2,0.11318,0,1
1,36.5,0.035066,308.92,-6.5205e-11,-1.4755e-10,-3.23e-09,3.2341e-09,0.00011351,6.9536e-12,1.6795e-14,5.9197e-15,0.013698,1031.9,1020.6,0.11318,0,0.035066,308.92,-6.5205e-11,-1.4755e-10,-3.23e-09,3.2341e-09,0.00011351,6.9536e-12,1.6795e-14,5.9197e-15,0.013698,1031.9,1020.6,0.11318,0,0.035066,308.92,-6.5205e-11,-1.4755e-10,-3.23e-09,3.2341e-09,0.00011351,6.9536e-12,1.6795e-14,5.9197e-15,0.013698,1031.9,1020.6,0.11318,0,0.035066,308.92,-6.5205e-11,-1.4755e-10,-3.23e-09,3.2341e-09,0.00011351,6.9536e-12,1.6795e-14,5.9197e-15,0.013698,1031.9,1020.6,0.11318,0,0.035066,308.92,-6.5205e-11,-1.4755e-10,-3.23e-09,3.2341e-09,0.00011351,6.9536e-12,1.6795e-14,5.9197e-15,0.013698,1031.9,1020.6,0.11318,0,0.035066,308.92,-6.5205e-11,-1.4755e-10,-3.23e-09,3.2341e-09,0.00011351,6.9536e-12,1.6795e-14,5.9197e-15,0.013698,1031.9,1020.6,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035066,308.92,-6.5205e-11,-1.4755e-10,-3.23e-09,3.2341e-09,0.00011351,6.9536e-12,1.6795e-14,5.9197e-15,0.013698,1031.9,1020.6,0.11318,0,1
1,37,0.035088,309.11,2.2853e-11,-6.2917e-12,-3.1232e-09,3.1232e-09,0.00011351,5.566e-12,1.3408e-14,4.7383e-15,0.013696,1052.4,1041,0.11318,0,0.035088,309.11,2.2853e-11,-6.2917e-12,-3.1232e-09,3.1232e-09,0.00011351,5.566e-12,1.3408e-14,4.7383e-15,0.013696,1052.4,1041,0.11318,0,0.035088,309.11,2.2853e-11,-6.2917e-12,-3.1232e-09,3.1232e-09,0.00011351,5.566e-12,1.3408e-14,4.7383e-15,0.013696,1052.4,1041,0.11318,0,0.035088,309.11,2.2853e-11,-6.2917e-12,-3.1232e-09,3.1232e-09,0.00011351,5.566e-12,1.3408e-14,4.7383e-15,0.013696,1052.4,1041,0.11318,0,0.035088,309.11,2.2853e-11,-6.2917e-12,-3.1232e-09,3.1232e-09,0.00011351,5.566e-12,1.3408e-14,4.7383e-15,0.013696,1052.4,1041,0.11318,0,0.035088,309.11,2.2853e-11,-6.2917e-12,-3.1232e-09,3.1232e-09,0.00011351,5.566e-12,1.3408e-14,4.7383e-15,0.013696,1052.4,1041,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035088,309.11,2.2853e-11,-6.2917e-12,-3.1232e-09,3.1232e-09,0.00011351,5.566e-12,1.3408e-14,4.7383e-15,0.013696,1052.4,1041,0.11318,0,1
1,37.5,0.03511,309.3,1.325e-10,8.5512e-11,-3.1265e-09,3.1305e-09,0.00011351,4.469e-12,1.0714e-14,3.8043e-15,0.013694,1072.9,1061.6,0.11318,0,0.03511,309.3,1.325e-10,8.5512e-11,-3.1265e-09,3.1305e-09,0.00011351,4.469e-12,1.0714e-14,3.8043e-15,0.013694,1072.9,1061.6,0.11318,0,0.03511,309.3,1.325e-10,8.5512e-11,-3.1265e-09,3.1305e-09,0.00011351,4.469e-12,1.0714e-14,3.8043e-15,0.013694,1072.9,1061.6,0.11318,0,0.03511,309.3,1.325e-10,8.5512e-11,-3.1265e-09,3.1305e-09,0.00011351,4.469e-12,1.0714e-14,3.8043e-15,0.013694,1072.9,1061.6,0.11318,0,0.03511,309.3,1.325e-10,8.5512e-11,-3.1265e-09,3.1305e-09,0.00011351,4.469e-12,1.0714e-14,3.8043e-15,0.013694,1072.9,1061.6,0.11318,0,0.03511,309.3,1.325e-10,8.5512e-11,-3.1265e-09,3.1305e-09,0.00011351,4.469e-12,1.0714e-14,3.8043e-15,0.013694,1072.9,1061.6,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03511,309.3,1.325e-10,8.5512e-11,-3.1265e-09,3.1305e-09,0.00011351,4.469e-12,1.0714e-14,3.8043e-15,0.013694,1072.9,1061.6,0.11318,0,1
1,38,0.035132,309.5,2.2521e-10,6.107e-11,-3.0873e-09,3.0961e-09,0.00011351,3.5946e-12,8.5833e-15,3.06e-15,0.013691,1093.5,1082.2,0.11318,0,0.035132,309.5,2.2521e-10,6.107e-11,-3.0873e-09,3.0961e-09,0.00011351,3.5946e-12,8.5833e-15,3.06e-15,0.013691,1093.5,1082.2,0.11318,0,0.035132,309.5,2.2521e-10,6.107e-11,-3.0873e-09,3.0961e-09,0.00011351,3.5946e-12,8.5833e-15,3.06e-15,0.013691,1093.5,1082.2,0.11318,0,0.035132,309.5,2.2521e-10,6.107e-11,-3.0873e-09,3.0961e-09,0.00011351,3.5946e-12,8.5833e-15,3.06e-15,0.013691,1093.5,1082.2,0.11318,0,0.035132,309.5,2.2521e-10,6.107e-11,-3.0873e-09,3.0961e-09,0.00011351,3.5946e-12,8.5833e-15,3.06e-15,0.013691,1093.5,1082.2,0.11318,0,0.035132,309.5,2.2521e-10,6.107e-11,-3.0873e-09,3.0961e-09,0.00011351,3.5946e-12,8.5833e-15,3.06e-15,0.013691,1093.5,1082.2,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035132,309.5,2.2521e-10,6.107e-11,-3.0873e-09,3.0961e-09,0.00011351,3.5946e-12,8.5833e-15,3.06e-15,0.013691,1093.5,1082.2,0.11318,0,1
1,38.5,0.035154,309.69,3.1121e-10,1.3342e-10,-2.9827e-09,3.0018e-09,0.00011351,2.9017e-12,6.9084e-15,2.4701e-15,0.013688,1114.2,1102.9,0.11318,0,0.035154,309.69,3.1121e-10,1.3342e-10,-2.9827e-09,3.0018e-09,0.00011351,2.9017e-12,6.9084e-15,2.4701e-15,0.013688,1114.2,1102.9,0.11318,0,0.035154,309.69,3.1121e-10,1.3342e-10,-2.9827e-09,3.0018e-09,0.00011351,2.9017e-12,6.9084e-15,2.4701e-15,0.013688,1114.2,1102.9,0.11318,0,0.035154,309.69,3.1121e-10,1.3342e-10,-2.9827e-09,3.0018e-09,0.00011351,2.9017e-12,6.9084e-15,2.4701e-15,0.013688,1114.2,1102.9,0.11318,0,0.035154,309.69,3.1121e-10,1.3342e-10,-2.9827e-09,3.0018e-09,0.00011351,2.9017e-12,6.9084e-15,2.4701e-15,0.013688,1114.2,1102.9,0.11318,0,0.035154,309.69,3.1121e-10,1.3342e-10,-2.9827e-09,3.0018e-09,0.00011351,2.9017e-12,6.9084e-15,2.4701e-15,0.013688,1114.2,1102.9,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035154,309.69,3.1121e-10,1.3342e-10,-2.9827e-09,3.0018e-09,0.00011351,2.9017e-12,6.9084e-15,2.4701e-15,0.013688,1114.2,1102.9,0.11318,0,1
1,39,0.035176,309.89,3.1829e-10,2.0119e-10,-2.8309e-09,2.8558e-09,0.00011351,2.3537e-12,5.5924e-15,2.0036e-15,0.013685,1135,1123.7,0.11318,0,0.035176,309.89,3.1829e-10,2.0119e-10,-2.8309e-09,2.8558e-09,0.00011351,2.3537e-12,5.5924e-15,2.0036e-15,0.013685,1135,1123.7,0.11318,0,0.035176,309.89,3.1829e-10,2.0119e-10,-2.8309e-09,2.8558e-09,0.00011351,2.3537e-12,5.5924e-15,2.0036e-15,0.013685,1135,1123.7,0.11318,0,0.035176,309.89,3.1829e-10,2.0119e-10,-2.8309e-09,2.8558e-09,0.00011351,2.3537e-12,5.5924e-15,2.0036e-15,0.013685,1135,1123.7,0.11318,0,0.035176,309.89,3.1829e-10,2.0119e-10,-2.8309e-09,2.8558e-09,0.00011351,2.3537e-12,5.5924e-15,2.0036e-15,0.013685,1135,1123.7,0.11318,0,0.035176,309.89,3.1829e-10,2.0119e-10,-2.8309e-09,2.8558e-09,0.00011351,2.3537e-12,5.5924e-15,2.0036e-15,0.013685,1135,1123.7,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035176,309.89,3.1829e-10,2.0119e-10,-2.8309e-09,2.8558e-09,0.00011351,2.3537e-12,5.5924e-15,2.0036e-15,0.013685,1135,1123.7,0.11318,0,1
1,39.5,0.035198,310.08,3.0057e-10,2.1412e-10,-2.827e-09,2.8509e-09,0.00011351,1.9116e-12,4.5559e-15,1.6272e-15,0.013683,1156,1144.7,0.11318,0,0.035198,310.08,3.0057e-10,2.1412e-10,-2.827e-09,2.8509e-09,0.00011351,1.9116e-12,4.5559e-15,1.6272e-15,0.013683,1156,1144.7,0.11318,0,0.035198,310.08,3.0057e-10,2.1412e-10,-2.827e-09,2.8509e-09,0.00011351,1.9116e-12,4.5559e-15,1.6272e-15,0.013683,1156,1144.7,0.11318,0,0.035198,310.08,3.0057e-10,2.1412e-10,-2.827e-09,2.8509e-09,0.00011351,1.9116e-12,4.5559e-15,1.6272e-15,0.013683,1156,1144.7,0.11318,0,0.035198,310.08,3.0057e-10,2.1412e-10,-2.827e-09,2.8509e-09,0.00011351,1.9116e-12,4.5559e-15,1.6272e-15,0.013683,1156,1144.7,0.11318,0,0.035198,310.08,3.0057e-10,2.1412e-10,-2.827e-09,2.8509e-09,0.00011351,1.9116e-12,4.5559e-15,1.6272e-15,0.013683,1156,1144.7,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035198,310.08,3.0057e-10,2.1412e-10,-2.827e-09,2.8509e-09,0.00011351,1.9116e-12,4.5559e-15,1.6272e-15,0.013683,1156,1144.7,0.11318,0,1
1,40,0.03522,310.27,2.9778e-10,2.119e-10,-3.0241e-09,3.0461e-09,0.00011351,1.5575e-12,3.735e-15,1.3258e-15,0.013681,1177.1,1165.8,0.11318,0,0.03522,310.27,2.9778e-10,2.119e-10,-3.0241e-09,3.0461e-09,0.00011351,1.5575e-12,3.735e-15,1.3258e-15,0.013681,1177.1,1165.8,0.11318,0,0.03522,310.27,2.9778e-10,2.119e-10,-3.0241e-09,3.0461e-09,0.00011351,1.5575e-12,3.735e-15,1.3258e-15,0.013681,1177.1,1165.8,0.11318,0,0.03522,310.27,2.9778e-10,2.119e-10,-3.0241e-09,3.0461e-09,0.00011351,1.5575e-12,3.735e-15,1.3258e-15,0.013681,1177.1,1165.8,0.11318,0,0.03522,310.27,2.9778e-10,2.119e-10,-3.0241e-09,3.0461e-09,0.00011351,1.5575e-12,3.735e-15,1.3258e-15,0.013681,1177.1,1165.8,0.11318,0,0.03522,310.27,2.9778e-10,2.119e-10,-3.0241e-09,3.0461e-09,0.00011351,1.5575e-12,3.735e-15,1.3258e-15,0.013681,1177.1,1165.8,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03522,310.27,2.9778e-10,2.119e-10,-3.0241e-09,3.0461e-09,0.00011351,1.5575e-12,3.735e-15,1.3258e-15,0.013681,1177.1,1165.8,0.11318,0,1
1,40.5,0.035242,310.47,2.8269e-10,1.2456e-10,-3.3173e-09,3.3317e-09,0.00011351,1.278e-12,3.0765e-15,1.0878e-15,0.013681,1198.3,1187,0.11318,0,0.035242,310.47,2.8269e-10,1.2456e-10,-3.3173e-09,3.3317e-09,0.00011351,1.278e-12,3.0765e-15,1.0878e-15,0.013681,1198.3,1187,0.11318,0,0.035242,310.47,2.8269e-10,1.2456e-10,-3.3173e-09,3.3317e-09,0.00011351,1.278e-12,3.0765e-15,1.0878e-15,0.013681,1198.3,1187,0.11318,0,0.035242,310.47,2.8269e-10,1.2456e-10,-3.3173e-09,3.3317e-09,0.00011351,1.278e-12,3.0765e-15,1.0878e-15,0.013681,1198.3,1187,0.11318,0,0.035242,310.47,2.8269e-10,1.2456e-10,-3.3173e-09,3.3317e-09,0.00011351,1.278e-12,3.0765e-15,1.0878e-15,0.013681,1198.3,1187,0.11318,0,0.035242,310.47,2.8269e-10,1.2456e-10,-3.3173e-09,3.3317e-09,0.00011351,1.278e-12,3.0765e-15,1.0878e-15,0.013681,1198.3,1187,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035242,310.47,2.8269e-10,1.2456e-10,-3.3173e-09,3.3317e-09,0.00011351,1.278e-12,3.0765e-15,1.0878e-15,0.013681,1198.3,1187,0.11318,0,1
1,41,0.035264,310.66,2.1255e-10,1.4628e-11,-3.5884e-09,3.5947e-09,0.00011351,1.0497e-12,2.5427e-15,8.9354e-16,0.013681,1219.6,1208.3,0.11318,0,0.035264,310.66,2.1255e-10,1.4628e-11,-3.5884e-09,3.5947e-09,0.00011351,1.0497e-12,2.5427e-15,8.9354e-16,0.013681,1219.6,1208.3,0.11318,0,0.035264,310.66,2.1255e-10,1.4628e-11,-3.5884e-09,3.5947e-09,0.00011351,1.0497e-12,2.5427e-15,8.9354e-16,0.013681,1219.6,1208.3,0.11318,0,0.035264,310.66,2.1255e-10,1.4628e-11,-3.5884e-09,3.5947e-09,0.00011351,1.0497e-12,2.5427e-15,8.9354e-16,0.013681,1219.6,1208.3,0.11318,0,0.035264,310.66,2.1255e-10,1.4628e-11,-3.5884e-09,3.5947e-09,0.00011351,1.0497e-12,2.5427e-15,8.9354e-16,0.013681,1219.6,1208.3,0.11318,0,0.035264,310.66,2.1255e-10,1.4628e-11,-3.5884e-09,3.5947e-09,0.00011351,1.0497e-12,2.5427e-15,8.9354e-16,0.013681,1219.6,1208.3,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035264,310.66,2.1255e-10,1.4628e-11,-3.5884e-09,3.5947e-09,0.00011351,1.0497e-12,2.5427e-15,8.9354e-16,0.013681,1219.6,1208.3,0.11318,0,1
1,41.5,0.035287,310.86,1.1241e-10,-4.8601e-11,-3.7461e-09,3.7481e-09,0.00011351,8.6033e-13,2.1037e-15,7.323e-16,0.013683,1241.1,1229.7,0.11318,0,0.035287,310.86,1.1241e-10,-4.8601e-11,-3.7461e-09,3.7481e-09,0.00011351,8.6033e-13,2.1037e-15,7.323e-16,0.013683,1241.1,1229.7,0.11318,0,0.035287,310.86,1.1241e-10,-4.8601e-11,-3.7461e-09,3.7481e-09,0.00011351,8.6033e-13,2.1037e-15,7.323e-16,0.013683,1241.1,1229.7,0.11318,0,0.035287,310.86,1.1241e-10,-4.8601e-11,-3.7461e-09,3.7481e-09,0.00011351,8.6033e-13,2.1037e-15,7.323e-16,0.013683,1241.1,1229.7,0.11318,0,0.035287,310.86,1.1241e-10,-4.8601e-11,-3.7461e-09,3.7481e-09,0.00011351,8.6033e-13,2.1037e-15,7.323e-16,0.013683,1241.1,1229.7,0.11318,0,0.035287,310.86,1.1241e-10,-4.8601e-11,-3.7461e-09,3.7481e-09,0.00011351,8.6033e-13,2.1037e-15,7.323e-16,0.013683,1241.1,1229.7,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035287,310.86,1.1241e-10,-4.8601e-11,-3.7461e-09,3.7481e-09,0.00011351,8.6033e-13,2.1037e-15,7.323e-16,0.013683,1241.1,1229.7,0.11318,0,1
